iter	Passed	Remaining
308	596	1334
309	598	1331
310	600	1330
311	601	1326
312	602	1323
313	604	1319
314	605	1317
315	606	1313
316	608	1310
317	609	1306
318	610	1302
319	611	1299
320	612	1295
321	614	1294
322	616	1292
323	617	1289
324	619	1285
325	620	1282
326	621	1278
327	622	1275
328	624	1272
329	625	1269
330	626	1265
331	627	1262
332	629	1260
333	631	1258
334	633	1256
335	634	1254
336	636	1252
337	638	1250
338	639	1246
339	640	1243
340	641	1240
341	643	1237
342	645	1235
343	646	1232
344	647	1229
345	648	1226
346	650	1223
347	651	1220
348	652	1217
349	653	1213
350	654	1210
351	655	1207
352	656	1203
353	658	1200
354	659	1199
355	661	1196
356	662	1193
357	663	1190
358	664	1187
359	665	1183
360	666	1180
361	667	1177
362	669	1174
363	670	1171
364	672	1169
365	673	1166
366	674	1163
367	675	1160
368	677	1158
369	678	1155
370	680	1152
371	681	1149
372	682	1146
373	683	1143
374	684	1140
375	685	1137
376	686	1135
377	688	1132
378	689	1129
379	691	1128
380	693	1126
381	694	1124
382	696	1121
383	698	1120
384	699	1117
385	700	1114
386	702	1112
387	703	1109
388	705	1108
389	707	1105
390	708	1103
391	709	1100
392	710	1097
393	712	1095
394	713	1093
395	714	1090
396	716	1087
397	717	1085
398	718	1082
399	720	1081
400	722	1078
401	723	1076
402	724	1073
403	726	1071
404	727	1068
405	729	1066
406	730	1064
407	731	1061
408	732	1059
409	734	1056
410	736	1055
411	737	1052
412	738	1050
413	740	1047
414	741	1045
415	742	1042
416	744	1040
417	745	1037
418	746	1034
419	747	1032
420	748	1029
421	750	1027
422	752	1026
423	753	1023
424	754	1021
425	755	1018
426	757	1015
427	758	1013
428	760	1011
429	761	1009
430	762	1006
431	763	1004
432	765	1002
433	767	1000
434	768	998
435	769	995
436	770	992
437	771	990
438	773	987
439	774	985
440	775	983
441	777	981
442	778	979
443	780	976
444	781	974
445	782	972
446	784	969
447	785	967
448	786	965
449	787	962
450	788	960
451	789	957
452	791	955
453	792	952
454	793	950
455	794	947
456	796	946
457	798	944
458	800	942
459	801	941
460	803	938
461	804	936
462	805	934
463	806	931
464	807	929
465	809	927
466	811	925
467	812	924
468	814	922
469	816	920
470	817	917
471	818	915
472	819	913
473	820	910
474	822	908
475	823	906
476	824	904
477	828	904
478	829	902
479	830	900
480	832	897
481	833	895
482	835	893
483	836	891
484	837	889
485	839	887
486	840	885
487	842	884
488	844	882
489	846	880
490	847	878
491	848	876
492	850	874
493	851	872
494	853	870
495	854	868
496	855	866
497	858	864
498	859	862
499	860	860
500	861	858
501	863	856
502	864	854
503	865	852
504	867	850
505	868	847
506	869	845
507	871	844
508	873	842
509	875	840
510	876	838
511	877	836
512	879	834
513	880	832
514	882	830
515	883	828
516	884	826
517	886	824
518	888	823
519	890	821
520	891	819
521	892	817
522	893	814
523	894	812
524	895	810
525	896	808
526	898	806
527	899	803
528	900	801
529	901	799
530	902	797
531	904	795
532	905	793
533	906	791
534	907	789
535	908	786
536	910	784
537	911	782
538	912	780
539	913	777
540	913	775
541	915	773
542	916	771
543	917	769
544	918	767
545	919	764
546	920	762
547	922	760
548	922	758
549	923	755
550	925	753
551	926	751
552	927	749
553	928	747
554	930	745
555	931	743
556	932	741
557	934	740
558	935	738
559	937	736
560	938	734
561	939	731
562	940	729
563	941	727
564	942	725
565	943	723
566	945	721
567	945	719
568	947	717
569	948	715
570	949	713
571	950	711
572	952	709
573	953	707
574	954	705
575	955	703
576	956	701
577	957	699
578	958	697
579	959	694
580	960	692
581	961	690
582	962	688
583	964	687
584	965	685
585	966	683
586	967	681
587	969	679
588	970	677
589	971	675
590	972	673
591	974	671
592	975	669
593	975	667
594	976	664
595	977	662
596	979	661
597	980	659
598	981	657
599	982	655
600	983	653
601	985	651
602	986	649
603	987	647
604	988	645
605	989	643
606	991	641
607	992	639
608	993	637
609	994	636
610	996	634
611	997	632
612	1000	631
613	1001	629
614	1003	628
615	1004	626
616	1005	624
617	1007	622
618	1008	620
619	1011	619
620	1012	617
621	1013	615
622	1014	614
623	1016	612
624	1018	610
625	1019	608
626	1020	607
627	1022	605
628	1025	604
629	1028	603
630	1029	602
631	1031	600
632	1032	598
633	1034	596
634	1035	595
635	1037	593
636	1038	591
637	1039	589
638	1042	588
639	1044	587
640	1046	586
641	1048	584
642	1049	582
643	1051	581
644	1052	579
645	1053	577
646	1055	575
647	1058	575
648	1061	574
649	1065	573
650	1069	573
651	1073	572
652	1075	571
653	1077	569
654	1079	568
655	1080	566
656	1082	565
657	1084	563
658	1085	561
659	1087	560
660	1088	558
661	1090	556
662	1092	555
663	1093	553
664	1096	552
665	1097	550
666	1098	548
667	1099	546
668	1101	545
669	1104	543
670	1105	541
671	1106	540
672	1108	538
673	1109	536
674	1111	535
675	1112	533
676	1113	531
677	1115	529
678	1116	527
679	1119	526
680	1121	525
681	1122	523
682	1123	521
683	1125	520
684	1126	518
685	1128	516
686	1129	514
687	1130	512
688	1132	511
689	1134	509
690	1136	508
691	1137	506
692	1138	504
693	1139	502
694	1141	500
695	1142	499
696	1144	497
697	1145	495
698	1146	493
699	1147	491
700	1149	490
701	1151	488
702	1154	487
703	1155	485
704	1158	484
705	1160	483
706	1161	481
707	1164	480
708	1166	478
709	1167	477
710	1182	480
711	1184	478
712	1185	477
713	1187	475
714	1188	473
715	1190	472
716	1192	470
717	1193	468
718	1196	467
719	1198	466
720	1200	464
721	1201	462
722	1202	460
723	1204	459
724	1206	457
725	1207	455
726	1209	454
727	1213	453
728	1215	451
729	1216	450
730	1218	448
731	1219	446
732	1221	444
733	1222	442
734	1227	442
735	1230	441
736	1232	439
737	1233	437
738	1234	436
739	1237	434
740	1238	432
741	1239	430
742	1240	429
743	1242	427
744	1243	425
745	1245	423
746	1249	423
747	1253	422
748	1254	420
749	1256	418
750	1258	417
751	1259	415
752	1261	413
753	1263	412
754	1265	410
755	1267	408
756	1268	407
757	1269	405
758	1271	403
759	1273	402
760	1274	400
761	1275	398
762	1278	397
763	1279	395
764	1281	393
765	1282	391
766	1284	390
767	1286	388
768	1289	387
769	1290	385
770	1291	383
771	1293	382
772	1294	380
773	1296	378
774	1297	376
775	1298	374
776	1299	372
777	1300	371
778	1302	369
779	1304	367
780	1305	366
781	1307	364
782	1308	362
783	1309	360
784	1310	358
785	1311	357
786	1313	355
787	1314	353
788	1315	351
789	1319	350
790	1320	348
791	1321	347
792	1322	345
793	1324	343
794	1325	341
795	1326	340
796	1328	338
797	1329	336
798	1330	334
799	1331	332
800	1333	331
801	1335	329
802	1336	327
803	1338	326
804	1339	324
805	1340	322
806	1341	320
807	1342	319
808	1343	317
809	1345	315
810	1346	313
811	1347	311
812	1349	310
813	1350	308
814	1351	306
815	1353	305
816	1354	303
817	1355	301
818	1356	299
819	1357	298
820	1358	296
821	1360	294
822	1361	292
823	1362	290
824	1363	289
825	1364	287
826	1365	285
827	1366	283
828	1368	282
829	1369	280
830	1370	278
831	1370	276
832	1371	275
833	1372	273
834	1373	271
835	1374	269
836	1375	267
837	1376	266
838	1377	264
839	1378	262
840	1379	260
841	1381	259
842	1381	257
843	1382	255
844	1383	253
845	1384	252
846	1386	250
847	1387	248
848	1388	246
849	1389	245
850	1390	243
851	1391	241
852	1392	239
853	1393	238
854	1394	236
855	1396	234
856	1396	233
857	1398	231
858	1399	229
859	1399	227
860	1400	226
861	1401	224
862	1402	222
863	1403	220
864	1404	219
865	1405	217
866	1406	215
867	1407	214
868	1408	212
869	1410	210
870	1411	209
871	1412	207
872	1413	205
873	1414	203
874	1415	202
875	1416	200
876	1417	198
877	1418	197
878	1419	195
879	1420	193
880	1421	192
881	1422	190
882	1423	188
883	1424	186
884	1426	185
885	1426	183
886	1427	181
887	1428	180
888	1429	178
889	1430	176
890	1431	175
891	1433	173
892	1434	171
893	1435	170
894	1436	168
895	1436	166
896	1437	165
897	1438	163
898	1440	161
899	1441	160
900	1442	158
901	1444	156
902	1445	155
903	1446	153
904	1447	151
905	1448	150
906	1449	148
907	1450	146
908	1451	145
909	1452	143
910	1453	142
911	1456	140
912	1458	138
913	1459	137
914	1460	135
915	1462	134
916	1464	132
917	1465	130
918	1467	129
919	1468	127
920	1470	126
921	1472	124
922	1473	122
923	1474	121
924	1477	119
925	1478	118
926	1479	116
927	1481	114
928	1482	113
929	1483	111
930	1484	110
931	1485	108
932	1487	106
933	1488	105
934	1489	103
935	1491	101
936	1492	100
937	1493	98
938	1494	97
939	1495	95
940	1497	93
941	1498	92
942	1499	90
943	1500	89
944	1502	87
945	1503	85
946	1505	84
947	1506	82
948	1507	81
949	1508	79
950	1510	77
951	1511	76
952	1512	74
953	1513	72
954	1514	71
955	1517	69
956	1518	68
957	1519	66
958	1521	65
959	1522	63
960	1524	61
961	1525	60
962	1526	58
963	1527	57
964	1528	55
965	1529	53
966	1531	52
967	1533	50
968	1534	49
969	1536	47
970	1537	45
971	1538	44
972	1540	42
973	1541	41
974	1542	39
975	1543	37
976	1545	36
977	1548	34
978	1549	33
979	1550	31
980	1551	30
981	1552	28
982	1553	26
983	1554	25
984	1555	23
985	1557	22
986	1558	20
987	1560	18
988	1563	17
989	1564	15
990	1566	14
991	1567	12
992	1569	11
993	1570	9
994	1572	7
995	1573	6
996	1574	4
997	1575	3
998	1577	1
999	1579	0
